case_id,citizen_id,agency_id,case_type,status,opened_at
CASE-06479,CIT-06657,AGY-035,license_renewal,open,2026-07-16
CASE-06480,CIT-00828,AGY-050,permit_review,under_review,2026-04-01
CASE-06481,CIT-00956,AGY-001,benefit_application,under_review,2026-05-25
CASE-06482,CIT-04886,AGY-036,zoning_variance,open,2026-07-21
CASE-06483,CIT-02865,AGY-024,license_renewal,closed,2026-05-12
CASE-06484,CIT-05481,AGY-033,benefit_application,closed,2026-06-13
CASE-06485,CIT-03754,AGY-009,zoning_variance,closed,2026-01-26
CASE-06486,CIT-02439,AGY-011,license_renewal,open,2026-01-19
CASE-06487,CIT-09224,AGY-007,benefit_application,under_review,2026-01-01
CASE-06488,CIT-05023,AGY-037,zoning_variance,pending_decision,2026-07-18
CASE-06489,CIT-00226,AGY-020,permit_review,under_review,2026-05-25
CASE-06490,CIT-00319,AGY-027,permit_review,under_review,2026-05-01
CASE-06491,CIT-03793,AGY-043,license_renewal,under_review,2026-01-23
CASE-06492,CIT-02547,AGY-025,benefit_application,closed,2026-02-25
CASE-06493,CIT-02549,AGY-016,permit_review,pending_decision,2026-06-14
CASE-06494,CIT-00079,AGY-009,permit_review,under_review,2026-08-05
CASE-06495,CIT-07605,AGY-033,benefit_application,pending_decision,2026-05-27
CASE-06496,CIT-01507,AGY-025,benefit_application,open,2026-05-22
CASE-06497,CIT-09016,AGY-011,benefit_application,under_review,2026-08-27
CASE-06498,CIT-05240,AGY-029,license_renewal,closed,2026-05-02
CASE-06499,CIT-03383,AGY-050,benefit_application,under_review,2026-03-28
CASE-06500,CIT-01251,AGY-008,zoning_variance,pending_decision,2026-04-21
CASE-06501,CIT-06913,AGY-030,license_renewal,open,2026-03-01
CASE-06502,CIT-07568,AGY-042,license_renewal,under_review,2026-05-22
CASE-06503,CIT-08022,AGY-031,license_renewal,under_review,2026-07-11
CASE-06504,CIT-06714,AGY-008,permit_review,open,2026-07-14
CASE-06505,CIT-04043,AGY-034,permit_review,open,2026-08-15
CASE-06506,CIT-08106,AGY-014,license_renewal,closed,2026-03-23
CASE-06507,CIT-00623,AGY-004,zoning_variance,under_review,2026-01-27
CASE-06508,CIT-08157,AGY-008,license_renewal,pending_decision,2026-06-27
CASE-06509,CIT-06929,AGY-006,license_renewal,open,2026-01-17
CASE-06510,CIT-05692,AGY-045,zoning_variance,pending_decision,2026-05-02
CASE-06511,CIT-03849,AGY-026,benefit_application,closed,2026-06-10
CASE-06512,CIT-04353,AGY-027,permit_review,open,2026-05-18
CASE-06513,CIT-08721,AGY-032,zoning_variance,closed,2026-08-02
CASE-06514,CIT-07881,AGY-015,license_renewal,under_review,2026-02-07
CASE-06515,CIT-09480,AGY-032,benefit_application,open,2026-06-13
CASE-06516,CIT-04140,AGY-028,zoning_variance,closed,2026-07-20
CASE-06517,CIT-00860,AGY-023,license_renewal,closed,2026-04-10
CASE-06518,CIT-06766,AGY-040,permit_review,closed,2026-06-19
CASE-06519,CIT-09789,AGY-034,permit_review,closed,2026-07-07
CASE-06520,CIT-02632,AGY-024,benefit_application,under_review,2026-02-06
CASE-06521,CIT-04431,AGY-027,zoning_variance,closed,2026-06-13
CASE-06522,CIT-03737,AGY-039,license_renewal,open,2026-06-20
CASE-06523,CIT-01097,AGY-036,permit_review,pending_decision,2026-01-01
CASE-06524,CIT-01568,AGY-014,benefit_application,closed,2026-07-09
CASE-06525,CIT-08396,AGY-010,zoning_variance,under_review,2026-01-07
CASE-06526,CIT-00430,AGY-001,permit_review,closed,2026-02-20
CASE-06527,CIT-09209,AGY-004,permit_review,pending_decision,2026-02-20
CASE-06528,CIT-02997,AGY-004,permit_review,pending_decision,2026-01-02
CASE-06529,CIT-00375,AGY-050,permit_review,pending_decision,2026-02-04
CASE-06530,CIT-09832,AGY-017,zoning_variance,under_review,2026-04-24
CASE-06531,CIT-07041,AGY-026,permit_review,open,2026-01-07
CASE-06532,CIT-05984,AGY-004,zoning_variance,pending_decision,2026-07-27
CASE-06533,CIT-00864,AGY-006,permit_review,closed,2026-07-01
CASE-06534,CIT-06619,AGY-042,zoning_variance,open,2026-03-10
CASE-06535,CIT-09918,AGY-034,license_renewal,closed,2026-05-22
CASE-06536,CIT-09875,AGY-007,benefit_application,pending_decision,2026-05-11
CASE-06537,CIT-04268,AGY-049,license_renewal,open,2026-04-02
CASE-06538,CIT-06586,AGY-004,permit_review,under_review,2026-01-22
CASE-06539,CIT-04587,AGY-047,permit_review,open,2026-05-03
CASE-06540,CIT-02136,AGY-013,permit_review,closed,2026-08-20
CASE-06541,CIT-09878,AGY-018,benefit_application,open,2026-01-21
CASE-06542,CIT-01200,AGY-041,benefit_application,open,2026-04-18
CASE-06543,CIT-08893,AGY-016,benefit_application,closed,2026-06-22
CASE-06544,CIT-02045,AGY-032,zoning_variance,under_review,2026-04-13
CASE-06545,CIT-04053,AGY-043,zoning_variance,open,2026-03-15
CASE-06546,CIT-06669,AGY-044,license_renewal,under_review,2026-05-11
CASE-06547,CIT-03017,AGY-030,zoning_variance,open,2026-02-23
CASE-06548,CIT-05304,AGY-027,permit_review,under_review,2026-07-15
CASE-06549,CIT-03664,AGY-001,permit_review,pending_decision,2026-01-08
CASE-06550,CIT-01761,AGY-027,zoning_variance,closed,2026-07-17
CASE-06551,CIT-05536,AGY-008,benefit_application,open,2026-03-12
CASE-06552,CIT-02721,AGY-004,permit_review,pending_decision,2026-04-11
CASE-06553,CIT-05074,AGY-018,license_renewal,pending_decision,2026-06-24
CASE-06554,CIT-09701,AGY-001,permit_review,open,2026-06-12
CASE-06555,CIT-02697,AGY-049,permit_review,under_review,2026-05-27
CASE-06556,CIT-08965,AGY-016,permit_review,open,2026-06-07
CASE-06557,CIT-05986,AGY-038,permit_review,pending_decision,2026-02-09
CASE-06558,CIT-08021,AGY-001,permit_review,closed,2026-01-02
CASE-06559,CIT-04982,AGY-019,benefit_application,pending_decision,2026-05-05
CASE-06560,CIT-06019,AGY-035,permit_review,pending_decision,2026-04-26
CASE-06561,CIT-05832,AGY-006,license_renewal,pending_decision,2026-08-09
CASE-06562,CIT-00746,AGY-033,zoning_variance,closed,2026-07-04
CASE-06563,CIT-07472,AGY-025,license_renewal,closed,2026-06-08
CASE-06564,CIT-08269,AGY-033,zoning_variance,open,2026-07-28
CASE-06565,CIT-07132,AGY-029,zoning_variance,open,2026-03-22
CASE-06566,CIT-00903,AGY-023,benefit_application,pending_decision,2026-03-16
CASE-06567,CIT-08346,AGY-035,benefit_application,pending_decision,2026-03-07
CASE-06568,CIT-09545,AGY-016,benefit_application,under_review,2026-08-27
CASE-06569,CIT-09683,AGY-044,zoning_variance,closed,2026-02-23
CASE-06570,CIT-00241,AGY-021,license_renewal,pending_decision,2026-01-10
CASE-06571,CIT-01365,AGY-005,benefit_application,pending_decision,2026-03-27
CASE-06572,CIT-00282,AGY-038,zoning_variance,under_review,2026-06-06
CASE-06573,CIT-01279,AGY-017,benefit_application,under_review,2026-03-08
CASE-06574,CIT-07085,AGY-020,benefit_application,closed,2026-06-01
CASE-06575,CIT-06055,AGY-029,zoning_variance,pending_decision,2026-06-26
CASE-06576,CIT-05873,AGY-008,license_renewal,under_review,2026-07-24
CASE-06577,CIT-06357,AGY-042,benefit_application,closed,2026-04-04
CASE-06578,CIT-00762,AGY-016,benefit_application,under_review,2026-06-14
CASE-06579,CIT-08582,AGY-012,zoning_variance,closed,2026-07-02
CASE-06580,CIT-05439,AGY-022,permit_review,under_review,2026-02-25
CASE-06581,CIT-03171,AGY-005,permit_review,under_review,2026-02-16
CASE-06582,CIT-00612,AGY-018,benefit_application,open,2026-04-27
CASE-06583,CIT-02525,AGY-033,zoning_variance,pending_decision,2026-04-19
CASE-06584,CIT-06345,AGY-005,license_renewal,under_review,2026-02-08
CASE-06585,CIT-02868,AGY-030,license_renewal,closed,2026-05-12
CASE-06586,CIT-05994,AGY-002,license_renewal,pending_decision,2026-04-16
CASE-06587,CIT-00194,AGY-049,zoning_variance,pending_decision,2026-06-09
CASE-06588,CIT-04562,AGY-029,benefit_application,under_review,2026-02-09
CASE-06589,CIT-04403,AGY-022,zoning_variance,closed,2026-03-08
CASE-06590,CIT-06042,AGY-047,permit_review,open,2026-07-16
CASE-06591,CIT-03348,AGY-044,zoning_variance,open,2026-05-24
CASE-06592,CIT-00084,AGY-018,permit_review,open,2026-03-25
CASE-06593,CIT-01498,AGY-025,zoning_variance,pending_decision,2026-04-01
CASE-06594,CIT-06935,AGY-008,license_renewal,open,2026-03-04
CASE-06595,CIT-09802,AGY-024,benefit_application,open,2026-01-24
CASE-06596,CIT-08600,AGY-034,zoning_variance,pending_decision,2026-05-07
CASE-06597,CIT-08431,AGY-036,permit_review,open,2026-05-18
CASE-06598,CIT-06903,AGY-004,permit_review,open,2026-03-22
CASE-06599,CIT-01002,AGY-012,license_renewal,under_review,2026-07-04
CASE-06600,CIT-05474,AGY-020,benefit_application,pending_decision,2026-05-25
CASE-06601,CIT-02238,AGY-010,benefit_application,under_review,2026-08-27
CASE-06602,CIT-09891,AGY-029,license_renewal,pending_decision,2026-02-07
CASE-06603,CIT-07728,AGY-023,license_renewal,closed,2026-05-02
CASE-06604,CIT-06071,AGY-006,benefit_application,closed,2026-01-26
CASE-06605,CIT-09884,AGY-031,benefit_application,pending_decision,2026-03-13
CASE-06606,CIT-04559,AGY-045,license_renewal,closed,2026-06-03
CASE-06607,CIT-06319,AGY-047,benefit_application,pending_decision,2026-03-21
CASE-06608,CIT-00165,AGY-030,permit_review,open,2026-02-21
CASE-06609,CIT-00422,AGY-021,benefit_application,open,2026-08-10
CASE-06610,CIT-09954,AGY-009,benefit_application,under_review,2026-03-13
CASE-06611,CIT-00138,AGY-050,license_renewal,pending_decision,2026-05-24
CASE-06612,CIT-02055,AGY-037,license_renewal,open,2026-08-01
CASE-06613,CIT-03464,AGY-008,permit_review,open,2026-01-21
CASE-06614,CIT-01575,AGY-007,benefit_application,closed,2026-03-19
CASE-06615,CIT-09974,AGY-040,zoning_variance,under_review,2026-05-04
CASE-06616,CIT-02679,AGY-009,license_renewal,under_review,2026-06-14
CASE-06617,CIT-01855,AGY-042,benefit_application,under_review,2026-06-18
CASE-06618,CIT-05640,AGY-011,license_renewal,under_review,2026-04-28
CASE-06619,CIT-00686,AGY-050,zoning_variance,under_review,2026-05-13
CASE-06620,CIT-09848,AGY-049,benefit_application,open,2026-03-16
CASE-06621,CIT-02114,AGY-022,benefit_application,under_review,2026-05-21
CASE-06622,CIT-06352,AGY-002,zoning_variance,open,2026-06-15
CASE-06623,CIT-01832,AGY-012,permit_review,pending_decision,2026-07-02
CASE-06624,CIT-08210,AGY-023,license_renewal,open,2026-02-03
CASE-06625,CIT-02215,AGY-048,license_renewal,closed,2026-06-16
CASE-06626,CIT-08315,AGY-013,benefit_application,open,2026-08-15
CASE-06627,CIT-00067,AGY-005,permit_review,under_review,2026-06-16
CASE-06628,CIT-08370,AGY-048,benefit_application,under_review,2026-03-07
CASE-06629,CIT-04667,AGY-035,license_renewal,closed,2026-04-05
CASE-06630,CIT-09608,AGY-003,zoning_variance,under_review,2026-02-25
CASE-06631,CIT-08422,AGY-025,permit_review,closed,2026-01-25
CASE-06632,CIT-04478,AGY-019,benefit_application,open,2026-05-11
CASE-06633,CIT-01412,AGY-032,zoning_variance,under_review,2026-05-27
CASE-06634,CIT-06079,AGY-005,zoning_variance,open,2026-05-12
CASE-06635,CIT-02348,AGY-007,permit_review,open,2026-08-16
CASE-06636,CIT-09169,AGY-026,license_renewal,under_review,2026-06-26
CASE-06637,CIT-02909,AGY-029,license_renewal,pending_decision,2026-03-22
CASE-06638,CIT-06458,AGY-025,zoning_variance,open,2026-05-25
CASE-06639,CIT-09631,AGY-001,license_renewal,closed,2026-08-21
CASE-06640,CIT-02839,AGY-003,benefit_application,open,2026-02-03
CASE-06641,CIT-09512,AGY-021,benefit_application,under_review,2026-05-04
CASE-06642,CIT-06863,AGY-045,zoning_variance,closed,2026-02-22
CASE-06643,CIT-04307,AGY-009,benefit_application,pending_decision,2026-04-24
CASE-06644,CIT-00048,AGY-031,benefit_application,pending_decision,2026-04-13
CASE-06645,CIT-00430,AGY-031,permit_review,pending_decision,2026-01-11
CASE-06646,CIT-05368,AGY-018,license_renewal,open,2026-01-19
CASE-06647,CIT-00588,AGY-041,benefit_application,open,2026-07-03
CASE-06648,CIT-06536,AGY-031,permit_review,pending_decision,2026-07-17
CASE-06649,CIT-00089,AGY-026,permit_review,open,2026-06-23
CASE-06650,CIT-03953,AGY-003,permit_review,pending_decision,2026-02-12
CASE-06651,CIT-08737,AGY-036,license_renewal,pending_decision,2026-07-09
CASE-06652,CIT-01713,AGY-032,license_renewal,open,2026-01-02
CASE-06653,CIT-08385,AGY-026,license_renewal,under_review,2026-01-28
CASE-06654,CIT-08063,AGY-032,permit_review,open,2026-08-13
CASE-06655,CIT-04737,AGY-031,license_renewal,pending_decision,2026-01-07
CASE-06656,CIT-08959,AGY-019,benefit_application,closed,2026-01-05
CASE-06657,CIT-09601,AGY-040,zoning_variance,under_review,2026-01-22
CASE-06658,CIT-02677,AGY-019,zoning_variance,closed,2026-07-16
CASE-06659,CIT-05189,AGY-029,zoning_variance,open,2026-02-17
CASE-06660,CIT-03422,AGY-005,permit_review,open,2026-04-16
CASE-06661,CIT-08537,AGY-040,permit_review,closed,2026-06-02
CASE-06662,CIT-02046,AGY-003,permit_review,open,2026-08-01
CASE-06663,CIT-03035,AGY-019,permit_review,pending_decision,2026-07-05
CASE-06664,CIT-06102,AGY-022,benefit_application,closed,2026-05-21
CASE-06665,CIT-02016,AGY-004,permit_review,closed,2026-02-21
CASE-06666,CIT-08423,AGY-015,permit_review,pending_decision,2026-05-02
CASE-06667,CIT-05458,AGY-040,permit_review,open,2026-02-06
CASE-06668,CIT-09702,AGY-043,license_renewal,under_review,2026-01-07
CASE-06669,CIT-01962,AGY-039,permit_review,under_review,2026-07-07
CASE-06670,CIT-09488,AGY-024,benefit_application,open,2026-03-07
CASE-06671,CIT-04313,AGY-043,license_renewal,closed,2026-06-08
CASE-06672,CIT-06050,AGY-025,benefit_application,open,2026-03-24
CASE-06673,CIT-07098,AGY-050,benefit_application,pending_decision,2026-02-02
CASE-06674,CIT-08773,AGY-027,permit_review,open,2026-03-09
CASE-06675,CIT-06185,AGY-024,benefit_application,pending_decision,2026-02-02
CASE-06676,CIT-08401,AGY-032,zoning_variance,under_review,2026-08-05
CASE-06677,CIT-02444,AGY-024,benefit_application,pending_decision,2026-08-13
CASE-06678,CIT-09679,AGY-017,permit_review,pending_decision,2026-08-21
CASE-06679,CIT-04299,AGY-046,license_renewal,open,2026-04-16
CASE-06680,CIT-08665,AGY-027,license_renewal,open,2026-01-25
CASE-06681,CIT-09983,AGY-001,permit_review,under_review,2026-01-09
CASE-06682,CIT-08326,AGY-028,permit_review,pending_decision,2026-01-22
CASE-06683,CIT-05920,AGY-015,benefit_application,closed,2026-01-28
CASE-06684,CIT-08215,AGY-042,license_renewal,open,2026-05-19
CASE-06685,CIT-00527,AGY-044,license_renewal,pending_decision,2026-05-23
CASE-06686,CIT-06581,AGY-030,zoning_variance,open,2026-01-16
CASE-06687,CIT-07811,AGY-034,permit_review,under_review,2026-06-10
CASE-06688,CIT-08003,AGY-045,license_renewal,pending_decision,2026-04-12
CASE-06689,CIT-02016,AGY-046,zoning_variance,closed,2026-04-05
CASE-06690,CIT-03510,AGY-023,benefit_application,pending_decision,2026-02-24
CASE-06691,CIT-05669,AGY-025,zoning_variance,under_review,2026-08-20
CASE-06692,CIT-08871,AGY-028,permit_review,open,2026-07-14
CASE-06693,CIT-02915,AGY-012,permit_review,pending_decision,2026-06-11
CASE-06694,CIT-07148,AGY-008,license_renewal,pending_decision,2026-05-19
CASE-06695,CIT-00578,AGY-006,permit_review,pending_decision,2026-02-03
CASE-06696,CIT-04062,AGY-047,zoning_variance,open,2026-08-14
CASE-06697,CIT-05835,AGY-044,license_renewal,open,2026-04-16
CASE-06698,CIT-08288,AGY-043,permit_review,pending_decision,2026-03-09
CASE-06699,CIT-05582,AGY-043,benefit_application,pending_decision,2026-02-25
CASE-06700,CIT-01500,AGY-017,permit_review,open,2026-08-12
CASE-06701,CIT-03638,AGY-003,zoning_variance,under_review,2026-02-23
CASE-06702,CIT-08806,AGY-033,permit_review,pending_decision,2026-03-13
CASE-06703,CIT-06828,AGY-020,benefit_application,closed,2026-01-02
CASE-06704,CIT-04658,AGY-042,license_renewal,open,2026-05-04
CASE-06705,CIT-03352,AGY-018,benefit_application,closed,2026-04-07
CASE-06706,CIT-05944,AGY-010,zoning_variance,under_review,2026-04-07
CASE-06707,CIT-04901,AGY-021,benefit_application,pending_decision,2026-02-01
CASE-06708,CIT-08973,AGY-003,benefit_application,pending_decision,2026-04-18
CASE-06709,CIT-00710,AGY-009,benefit_application,open,2026-01-25
CASE-06710,CIT-03587,AGY-014,zoning_variance,under_review,2026-05-26
CASE-06711,CIT-06922,AGY-032,benefit_application,open,2026-04-10
CASE-06712,CIT-00144,AGY-024,license_renewal,under_review,2026-04-14
CASE-06713,CIT-09869,AGY-048,license_renewal,under_review,2026-05-02
CASE-06714,CIT-07631,AGY-012,license_renewal,pending_decision,2026-06-19
CASE-06715,CIT-01983,AGY-009,benefit_application,under_review,2026-01-10
CASE-06716,CIT-05096,AGY-036,zoning_variance,pending_decision,2026-04-13
CASE-06717,CIT-05389,AGY-045,permit_review,pending_decision,2026-02-20
CASE-06718,CIT-06133,AGY-024,permit_review,closed,2026-04-26
CASE-06719,CIT-09490,AGY-048,license_renewal,pending_decision,2026-04-12
CASE-06720,CIT-01426,AGY-036,permit_review,pending_decision,2026-03-26
CASE-06721,CIT-05691,AGY-003,benefit_application,closed,2026-05-15
CASE-06722,CIT-08771,AGY-017,benefit_application,pending_decision,2026-06-17
CASE-06723,CIT-01790,AGY-034,zoning_variance,under_review,2026-04-07
CASE-06724,CIT-04891,AGY-038,benefit_application,closed,2026-06-14
CASE-06725,CIT-00496,AGY-017,zoning_variance,open,2026-06-10
CASE-06726,CIT-02910,AGY-012,zoning_variance,under_review,2026-04-01
CASE-06727,CIT-09404,AGY-015,license_renewal,closed,2026-02-28
CASE-06728,CIT-08606,AGY-035,zoning_variance,closed,2026-03-24
CASE-06729,CIT-00928,AGY-005,permit_review,closed,2026-03-02
CASE-06730,CIT-04519,AGY-011,benefit_application,under_review,2026-01-17
CASE-06731,CIT-08223,AGY-024,license_renewal,open,2026-02-03
CASE-06732,CIT-07460,AGY-041,zoning_variance,open,2026-03-06
CASE-06733,CIT-05379,AGY-029,license_renewal,closed,2026-08-19
CASE-06734,CIT-09550,AGY-024,zoning_variance,pending_decision,2026-04-15
CASE-06735,CIT-02942,AGY-011,license_renewal,closed,2026-01-22
CASE-06736,CIT-03100,AGY-023,permit_review,under_review,2026-02-26
CASE-06737,CIT-04901,AGY-039,license_renewal,pending_decision,2026-01-15
CASE-06738,CIT-02755,AGY-050,license_renewal,closed,2026-01-24
CASE-06739,CIT-02293,AGY-045,permit_review,closed,2026-01-15
CASE-06740,CIT-07172,AGY-045,license_renewal,pending_decision,2026-02-06
CASE-06741,CIT-09054,AGY-002,permit_review,under_review,2026-01-14
CASE-06742,CIT-00178,AGY-025,license_renewal,under_review,2026-03-05
CASE-06743,CIT-09364,AGY-024,license_renewal,closed,2026-04-14
CASE-06744,CIT-05691,AGY-007,permit_review,open,2026-07-25
CASE-06745,CIT-04422,AGY-034,license_renewal,open,2026-04-10
CASE-06746,CIT-03331,AGY-024,license_renewal,under_review,2026-08-21
CASE-06747,CIT-08009,AGY-019,license_renewal,pending_decision,2026-02-17
CASE-06748,CIT-09239,AGY-043,permit_review,under_review,2026-08-20
CASE-06749,CIT-08456,AGY-034,permit_review,under_review,2026-06-13
CASE-06750,CIT-09406,AGY-020,permit_review,pending_decision,2026-05-16
CASE-06751,CIT-00039,AGY-025,benefit_application,under_review,2026-06-03
CASE-06752,CIT-07555,AGY-042,license_renewal,closed,2026-07-07
CASE-06753,CIT-04446,AGY-015,license_renewal,pending_decision,2026-07-01
CASE-06754,CIT-04512,AGY-027,benefit_application,open,2026-07-03
CASE-06755,CIT-02118,AGY-003,permit_review,pending_decision,2026-07-17
CASE-06756,CIT-08348,AGY-049,license_renewal,under_review,2026-02-04
CASE-06757,CIT-00704,AGY-032,permit_review,open,2026-07-15
CASE-06758,CIT-05758,AGY-050,license_renewal,under_review,2026-08-13
CASE-06759,CIT-05724,AGY-040,benefit_application,open,2026-07-09
CASE-06760,CIT-01517,AGY-039,permit_review,pending_decision,2026-03-27
CASE-06761,CIT-01954,AGY-011,license_renewal,closed,2026-03-18
CASE-06762,CIT-04147,AGY-048,permit_review,pending_decision,2026-04-09
CASE-06763,CIT-04761,AGY-024,benefit_application,under_review,2026-05-03
CASE-06764,CIT-01020,AGY-032,benefit_application,pending_decision,2026-06-10
CASE-06765,CIT-04606,AGY-038,permit_review,under_review,2026-06-21
CASE-06766,CIT-05831,AGY-004,zoning_variance,pending_decision,2026-05-22
CASE-06767,CIT-08939,AGY-035,permit_review,under_review,2026-06-12
CASE-06768,CIT-09335,AGY-048,license_renewal,open,2026-08-26
CASE-06769,CIT-02689,AGY-033,zoning_variance,under_review,2026-03-05
CASE-06770,CIT-01470,AGY-023,license_renewal,under_review,2026-03-25
CASE-06771,CIT-02246,AGY-035,permit_review,closed,2026-06-06
